"",43,39,307,3,179,3,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,499,0
"",44,40,458,5,318,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,787,0,787,0
"",45,41,394,9,249,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,667,0,667,0
"",46,42,348,7,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,566,0,566,0
"",47,43,529,20,121,2,2,1,1,0,0,0,0,2,1,0,1,8,5,1,0,0,1,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,704,0,704,0
"",48,44,310,4,251,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,1,1,0,0,1,581,0,581,0
"",49,45,165,0,124,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,294,0,294,0
"",50,46,432,6,237,0,0,0,1,0,0,0,0,14,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,697,0,697,0
"",51,47,469,11,238,1,0,0,0,0,0,0,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,732,0,732,0
"",52,48,266,23,66,1,0,0,1,0,0,0,1,1,2,0,1,1,5,2,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,2,0,0,1,0,1,0,381,0,381,0
"",53,49,258,78,31,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,1,0,2,0,0,0,384,0,384,0
"",54,50,129,3,110,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,248,0,248,0
"",55,51,357,3,234,1,1,0,1,0,1,0,1,5,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,609,0
"",56,52,245,9,80,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,340,0
"",57,53,288,9,189,4,0,1,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499,0,499,0
"",58,54,395,3,310,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,724,0,724,0
"",59,55,343,2,292,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,647,0,647,0
"",60,56,349,19,191,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,570,0,570,0
"",61,57,388,1,370,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,771,0,771,0
"",62,58,205,1,237,0,0,2,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,455,0,455,0
"",63,59,329,2,161,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,501,0,501,0
"",64,60,377,135,172,0,0,0,0,0,0,0,1,1,0,0,1,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,698,0,698,0
"",65,61,422,18,201,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,3,2,2,1,0,0,2,2,663,0,663,0
"",66,62,474,11,253,0,1,0,0,1,0,2,1,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,753,0,753,0
"",67,63,129,87,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,262,0,262,0
"",68,64,638,69,133,3,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,1,2,1,0,1,1,1,2,3,0,0,0,1,0,0,864,0,864,0
"",69,65,332,4,210,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,556,0
"",70,66,251,6,228,0,0,0,0,0,0,1,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,517,0,517,0
"",71,67,234,1,162,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,407,0
"",72,68,252,1,214,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,475,0,475,0
"",73,69,325,55,207,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,598,0,598,0
"",74,70,132,112,61,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,314,0,314,0
"",75,71,195,65,209,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6,1,3,1,4,0,0,1,493,0,493,0
"",76,72,145,122,99,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,376,0,376,0
"",77,73,337,119,247,3,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,1,0,1,1,0,2,724,0,724,0
"",78,74,268,13,239,2,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,530,0,530,0
"",79,75,182,13,140,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,343,0,343,0
"",80,76,264,9,279,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,559,0,559,0
"",81,77,216,23,207,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,1,0,0,0,3,1,469,0,469,0
"",82,78,311,14,412,5,0,0,0,0,0,0,2,2,1,1,2,2,2,1,1,1,0,1,0,0,1,0,0,0,2,1,0,2,2,7,0,1,0,2,7,0,783,0,783,0
"",83,79,276,7,285,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,580,0,580,0
"",84,80,323,2,293,1,0,1,1,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,1,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,638,0,638,0
"",85,81,285,2,265,5,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,564,0,564,0
"",86,82,173,1,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,408,0,408,0
"",87,83,181,2,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,349,0,349,0
"",88,84,351,4,258,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,623,0,623,0
"",89,85,309,5,227,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,551,0,551,0
"",90,86,291,5,124,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,427,0,427,0
"",91,86A,269,6,76,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,359,0,359,0
"",92,87,333,7,299,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,650,0,650,0
"",93,88,168,5,117,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,294,0
"",94,89,438,9,201,7,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,663,0,663,0
"",95,90,319,3,259,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,590,0,590,0
"",96,91,365,8,176,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,4,0,0,0,1,0,5,0,0,0,1,0,1,1,1,570,0,570,0
"",97,92,350,8,254,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,617,0
"",98,93,444,14,220,1,2,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,691,0,691,0
"",99,94,178,10,134,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,334,0,334,0
"",100,95,347,8,195,2,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,565,0,565,0
"",101,96,104,18,137,3,0,0,1,0,0,0,0,0,0,2,0,3,1,1,0,0,1,3,1,2,2,0,1,2,0,0,0,2,2,1,2,0,1,0,2,1,293,0,293,0
"",102,97,105,7,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,27,0,0,1,0,1,3,0,1,0,0,0,1,0,0,213,0,213,0
"",103,98,278,30,84,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,2,1,0,1,3,1,3,1,10,1,0,1,0,1,0,427,0,427,0
"",104,99,400,46,71,4,0,0,1,0,1,0,0,0,1,0,0,3,4,1,1,2,1,0,2,0,1,2,1,0,0,2,1,2,2,9,0,0,0,0,2,1,561,0,561,0
"",105,100,402,4,241,3,1,0,1,0,0,0,0,4,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,666,0,666,0
"",106,101,267,4,188,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,467,0,467,0
"",107,102,174,9,146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,333,0,333,0
"",108,103,361,3,253,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,627,0,627,0
"",109,104,346,14,289,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,657,0,657,0
"",110,105,282,3,234,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528,0,528,0
"",111,106,198,4,167,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,376,0,376,0
"",112,107,392,4,296,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,703,0,703,0
"",113,108,483,11,298,2,1,0,0,0,1,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,806,0,806,0
"",114,109,406,7,292,2,2,0,1,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,724,0,724,0
"",115,110,285,6,211,2,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,513,0
"",116,111,358,8,253,0,0,1,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,628,0,628,0
"",117,112,412,11,271,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,704,0,704,0
"",118,113,438,10,241,2,1,0,0,0,0,0,0,6,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,706,0,706,0
"",119,114,334,4,238,0,0,1,0,0,0,1,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,590,0,590,0
"",120,115,322,5,271,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,607,0,607,0
"",121,116,409,3,325,0,0,0,1,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,750,0
"",122,117,244,5,145,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,403,0,403,0
"",123,118,297,3,309,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1,628,0,628,0
"",124,119,342,0,190,1,0,1,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,548,0,548,0
"",125,120,354,11,276,3,4,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,657,0,657,0
"",126,121,378,1,282,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,673,0,673,0
"",127,122,243,4,170,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,424,0
"",128,123,213,1,236,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,460,0,460,0
"",129,124,236,3,188,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,435,0,435,0
"",130,125,422,6,317,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,756,0,756,0
"",131,126,325,5,214,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,552,0,552,0
"",132,127,362,4,221,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,591,0
"",133,128,472,2,290,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,772,0,772,0
"",134,129,436,4,239,1,0,0,0,0,0,0,0,17,0,0,0,0,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,706,0,706,0
"",135,130,406,10,133,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,2,0,0,0,0,0,0,1,565,0,565,0
"",136,131,395,41,254,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,698,0,698,0
"",137,132,393,28,100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,531,0,531,0
"",138,133,337,3,169,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,516,0,516,0
"",139,134,377,10,195,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,594,0,594,0
"",140,135,368,12,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,629,0,629,0
"",141,136,324,11,166,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,511,0,511,0
"",142,137,399,9,176,2,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,595,0,595,0
"",143,138,350,1,188,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,551,0,551,0
"",144,139,188,11,95,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,297,0
"",145,140,399,10,114,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,531,0,531,0
"",146,141,378,2,156,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,544,0,544,0
"",147,142,412,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,604,0,604,0
"",148,143,333,6,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,3,0,0,0,2,0,0,0,532,0,532,0
