1,180,226,553,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,976,0,14,0,
2,120,182,341,17,0,0,0,0,0,0,1,2,1,1,0,0,0,1,2,0,22,0,0,0,0,691,0,1,0,
3,95,139,482,5,0,0,1,0,8,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,741,0,4,0,
4,90,137,363,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,615,0,2,0,
5,97,154,475,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,25,0,0,1,0,763,0,2,0,
6,204,186,309,8,0,0,0,0,1,0,0,1,0,0,0,1,3,1,1,1,20,0,0,1,0,738,0,1,0,
7,78,133,204,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,431,0,2,0,
8,115,142,219,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,1,505,0,1,0,
9,250,246,338,5,1,0,0,0,4,0,0,0,0,0,0,0,2,1,2,0,36,0,1,1,0,892,0,3,0,
10,158,218,299,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,16,0,0,0,0,697,0,1,0,
11,53,56,249,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,12,0,0,2,0,377,0,3,0,
12,77,124,347,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,9,0,0,1,0,566,0,5,0,
13,111,176,684,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,984,0,14,0,
14,59,131,208,2,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,13,0,0,1,0,424,0,0,0,
15,59,142,130,2,0,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,16,0,0,1,0,358,0,2,0,
16,114,211,301,8,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,1,16,0,0,1,1,660,0,0,0,
17,77,132,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,2,0,480,0,0,0,
18,86,176,262,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,1,544,0,2,0,
19,56,131,216,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,414,0,2,0,
20,79,233,519,4,0,0,0,0,1,0,1,0,1,1,1,1,4,0,0,3,21,0,0,2,0,873,0,1,0,
21,83,128,296,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12,1,0,0,0,525,0,1,0,
22,122,173,472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,773,0,9,0,
23,98,127,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,560,0,9,0,
24,109,181,393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,689,0,7,0,
25,105,164,361,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,1,0,0,646,0,9,0,
26,84,85,271,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,446,0,11,0,
27,94,102,389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,592,0,7,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,114,152,387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,661,0,3,0,
29,83,98,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,556,0,7,0,
30,122,155,456,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,745,0,11,0,
31,73,93,357,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,531,0,9,0,
32,129,116,406,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,654,0,8,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,115,128,426,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,676,0,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,150,216,588,4,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,969,0,3,0,
35,73,110,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,538,0,3,0,
36,130,86,490,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,718,0,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,155,182,470,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,826,0,8,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,80,131,404,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,3,0,0,0,0,626,0,10,0,
39,117,106,367,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,601,0,10,0,
